session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,Participant: Age,Participant: Occupation,is session complete?
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1446,Terapia,Preparazione farmaco,12:29:08,12:29:29,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1448,43_238_1447,1,2,43_238_1447,12:29:13,12:29:29,"","","","","","","","","","","","",00:00:16,false,"",0,"","","",00:00:21,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1447,ComProfessionale,0,12:29:13,12:29:29,00:00:16,00:00:16,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1448,43_238_1446,1,2,43_238_1446,12:29:13,12:29:29,"","","","","","","","","","","","",00:00:16,false,"",0,"","","",00:00:16,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1448,Terapia,Somministrazione pillole,12:29:29,12:29:49,00:00:20,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1450,43_238_1449,1,2,43_238_1449,12:29:40,12:29:49,"","","","","","","","","","","","",00:00:09,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1449,ComProfessionale,0,12:29:40,12:29:49,00:00:09,00:00:09,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1450,43_238_1448,1,2,43_238_1448,12:29:40,12:29:49,"","","","","","","","","","","","",00:00:09,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1450,Terapia,Lettura prescrizione,12:29:49,12:30:33,00:00:44,00:00:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,43_238_1451,1,2,43_238_1451,12:30:07,12:30:33,"","","","","","","","","","","","",00:00:26,false,"",0,"","","",00:00:44,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1451,ComProfessionale,0,12:30:07,12:31:10,00:01:03,00:01:03,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1453,"43_238_1450,43_238_1452",2,2,43_238_1450,12:30:07,12:30:33,2,43_238_1452,12:30:37,12:31:03,"","","","","","","","",00:00:52,false,"",0,"","","",00:01:03,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1452,CuraDiretta,0,12:30:37,12:31:03,00:00:26,00:00:26,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,43_238_1451,1,2,43_238_1451,12:30:37,12:31:03,"","","","","","","","","","","","",00:00:26,false,"",0,"","","",00:00:26,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1453,Terapia,Preparazione farmaco,12:31:10,12:31:27,00:00:17,00:00:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,43_238_1454,1,2,43_238_1454,12:31:19,12:31:27,"","","","","","","","","","","","",00:00:08,false,"",0,"","","",00:00:17,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1454,ComProfessionale,0,12:31:19,12:31:53,00:00:34,00:00:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1456,"43_238_1453,43_238_1455",2,2,43_238_1453,12:31:19,12:31:27,2,43_238_1455,12:31:29,12:31:53,"","","","","","","","",00:00:32,false,"",0,"","","",00:00:34,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1455,CuraDiretta,0,12:31:29,12:31:53,00:00:24,00:00:24,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1456,43_238_1454,1,2,43_238_1454,12:31:29,12:31:53,"","","","","","","","","","","","",00:00:24,false,"",0,"","","",00:00:24,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1456,Terapia,Spunta STU somministrazione,12:31:53,12:32:16,00:00:23,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1458,43_238_1457,1,2,43_238_1457,12:32:08,12:32:16,"","","","","","","","","","","","",00:00:08,false,"",0,"","","",00:00:23,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1457,ComProfessionale,0,12:32:08,12:32:16,00:00:08,00:00:08,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1458,43_238_1456,1,2,43_238_1456,12:32:08,12:32:16,"","","","","","","","","","","","",00:00:08,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1458,Spostamenti,0,12:32:16,12:32:38,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1459,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1459,ComProfessionale,0,12:32:38,12:33:08,00:00:30,00:00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1461,43_238_1460,1,2,43_238_1460,12:32:43,12:33:08,"","","","","","","","","","","","",00:00:25,false,"",0,"","","",00:00:30,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1460,Terapia,Lettura prescrizione,12:32:43,12:33:08,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1461,43_238_1459,1,2,43_238_1459,12:32:43,12:33:08,"","","","","","","","","","","","",00:00:25,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1461,ComProfessionale,0,12:33:08,12:33:19,00:00:11,00:00:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_238_1462,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:11,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1462,Terapia,Preparazione farmaco,12:33:19,12:33:51,00:00:32,00:00:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,43_238_1463,1,2,43_238_1463,12:33:28,12:33:51,"","","","","","","","","","","","",00:00:23,false,"",0,"","","",00:00:32,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1463,ComProfessionale,0,12:33:28,12:34:07,00:00:39,00:00:39,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"43_238_1462,43_238_1464",2,2,43_238_1462,12:33:28,12:33:51,2,43_238_1464,12:33:55,12:34:07,"","","","","","","","",00:00:35,false,"",0,"","","",00:00:39,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1464,CuraDiretta,0,12:33:55,12:34:20,00:00:25,00:00:25,1,0,0,0,0,0,0,0,0,0,1,0,0,Stanza Paziente,43_238_1465,43_238_1463,1,2,43_238_1463,12:33:55,12:34:07,"","","","","","","","","","","","",00:00:12,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1465,ComProfessionale,0,12:34:20,12:34:26,00:00:06,00:00:06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1466,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1466,Terapia,Allestimento/Riordino/smaltimento,12:34:26,12:34:36,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1467,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1467,Terapia,Spunta STU somministrazione,12:34:36,12:34:44,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1468,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1468,Terapia,Lettura prescrizione,12:34:44,12:35:14,00:00:30,00:00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,43_238_1469,1,2,43_238_1469,12:35:02,12:35:14,"","","","","","","","","","","","",00:00:12,false,"",0,"","","",00:00:30,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1469,ComProfessionale,0,12:35:02,12:35:42,00:00:40,00:00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1471,"43_238_1468,43_238_1470",2,2,43_238_1468,12:35:02,12:35:14,2,43_238_1470,12:35:15,12:35:39,"","","","","","","","",00:00:36,false,"",0,"","","",00:00:40,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1470,CuraDiretta,0,12:35:15,12:35:39,00:00:24,00:00:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,43_238_1469,1,2,43_238_1469,12:35:15,12:35:39,"","","","","","","","","","","","",00:00:24,false,"",0,"","","",00:00:24,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1471,Spostamenti,0,12:35:42,12:35:49,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1472,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:07,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1472,Terapia,Allestimento/Riordino/smaltimento,12:35:49,12:35:52,00:00:03,00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1473,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:03,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1473,Spostamenti,0,12:35:52,12:36:04,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1475,43_238_1474,1,2,43_238_1474,12:35:54,12:36:04,"","","","","","","","","","","","",00:00:10,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1474,ComProfessionale,0,12:35:54,12:36:04,00:00:10,00:00:10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43_238_1475,43_238_1473,1,2,43_238_1473,12:35:54,12:36:04,"","","","","","","","","","","","",00:00:10,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1475,ComProfessionale,0,12:36:04,12:36:40,00:00:36,00:00:36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1477,43_238_1476,1,2,43_238_1476,12:36:07,12:36:40,"","","","","","","","","","","","",00:00:33,false,"",0,"","","",00:00:36,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1476,CuraDiretta,0,12:36:07,12:36:40,00:00:33,00:00:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_238_1477,43_238_1475,1,2,43_238_1475,12:36:07,12:36:40,"","","","","","","","","","","","",00:00:33,false,"",0,"","","",00:00:33,"","","","",TRUE
2018-11-29,43,238,p01,1,12:25:15,12:36:49,43_238_1477,Spostamenti,0,12:36:40,12:36:49,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1478,Terapia,Lettura prescrizione,12:37:34,12:38:05,00:00:31,00:00:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1479,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:31,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1479,Spostamenti,0,12:38:05,12:38:25,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1480,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1480,ComProfessionale,0,12:38:25,12:38:47,00:00:22,00:00:22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43_239_1481,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1481,Spostamenti,0,12:38:47,12:39:16,00:00:29,00:00:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1482,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:29,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1482,Terapia,Preparazione farmaco,12:39:16,12:39:51,00:00:35,00:00:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1484,43_239_1483,1,2,43_239_1483,12:39:26,12:39:51,"","","","","","","","","","","","",00:00:25,false,"",0,"","","",00:00:35,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1483,ComProfessionale,0,12:39:26,12:39:51,00:00:25,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_239_1484,43_239_1482,1,2,43_239_1482,12:39:26,12:39:51,"","","","","","","","","","","","",00:00:25,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1484,CuraDiretta,0,12:39:51,12:41:16,00:01:25,00:01:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,43_239_1485,1,2,43_239_1485,12:40:12,12:41:16,"","","","","","","","","","","","",00:01:04,false,"",0,"","","",00:01:25,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1485,ComProfessionale,0,12:40:12,12:41:18,00:01:06,00:01:06,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_239_1486,43_239_1484,1,2,43_239_1484,12:40:12,12:41:16,"","","","","","","","","","","","",00:01:04,false,"",0,"","","",00:01:06,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1486,Terapia,Allestimento/Riordino/smaltimento,12:41:18,12:41:23,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1487,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:05,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1487,CuraDiretta,0,12:41:23,12:41:30,00:00:07,00:00:07,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_239_1488,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:07,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1488,Pausa,0,12:41:30,12:42:42,00:01:12,00:01:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1489,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:01:12,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1489,Spostamenti,0,12:42:42,12:42:54,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1490,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1490,Terapia,Lettura prescrizione,12:42:54,12:43:16,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1491,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1491,Terapia,Spunta STU somministrazione,12:43:16,12:43:31,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1492,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1492,CuraDiretta,0,12:43:31,12:44:46,00:01:15,00:01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1494,43_239_1493,1,2,43_239_1493,12:43:59,12:44:46,"","","","","","","","","","","","",00:00:47,false,"",0,"","","",00:01:15,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1493,ComProfessionale,0,12:43:59,12:44:46,00:00:47,00:00:47,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_239_1494,43_239_1492,1,2,43_239_1492,12:43:59,12:44:46,"","","","","","","","","","","","",00:00:47,false,"",0,"","","",00:00:47,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1494,Terapia,Preparazione farmaco,12:44:46,12:44:56,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1495,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1495,Terapia,Allestimento/Riordino/smaltimento,12:44:56,12:45:10,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1497,43_239_1496,1,2,43_239_1496,12:45:05,12:45:10,"","","","","","","","","","","","",00:00:05,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1496,ComProfessionale,0,12:45:05,12:45:10,00:00:05,00:00:05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43_239_1497,43_239_1495,1,2,43_239_1495,12:45:05,12:45:10,"","","","","","","","","","","","",00:00:05,false,"",0,"","","",00:00:05,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1497,Spostamenti,0,12:45:10,12:45:23,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1498,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:13,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1498,Terapia,Allestimento/Riordino/smaltimento,12:45:23,12:45:42,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1499,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:19,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1499,Spostamenti,0,12:45:42,12:46:43,00:01:01,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,43_239_1501,1,2,43_239_1501,12:46:39,12:46:43,"","","","","","","","","","","","",00:00:04,false,43_239_1500,1,43_239_1500,12:45:56,12:46:39,00:00:14,00:00:04,00:00:43,"","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1500,ComProfessionale,0,12:45:56,12:46:16,00:00:20,00:00:20,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,43_239_1501,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1501,Terapia,Preparazione farmaco,12:46:16,12:47:02,00:00:46,00:00:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1502,43_239_1499,1,2,43_239_1499,12:46:16,12:46:43,"","","","","","","","","","","","",00:00:27,false,"",0,"","","",00:00:46,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1502,Terapia,Somministrazione iniettabili,12:47:02,12:47:23,00:00:21,00:00:21,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,43_239_1503,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:21,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1503,ComProfessionale,0,12:47:23,12:47:29,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_239_1504,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-29,43,239,p1,1,12:37:34,12:47:43,43_239_1504,Terapia,Somministrazione iniettabili,12:47:29,12:47:43,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-29,40,240,p1,1,12:49:13,12:54:05,40_240_1505,ComProfessionale,0,12:49:13,12:49:43,00:00:30,00:00:30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,user,40_240_1506,1,2,40_240_1506,12:49:32,12:49:43,"","","","","","","","","","","","",00:00:11,false,"",0,"","","",00:00:30,"","","","",TRUE
2018-11-29,40,240,p1,1,12:49:13,12:54:05,40_240_1506,Terapia,Preparazione farmaco,12:49:32,12:49:45,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40_240_1507,40_240_1505,1,2,40_240_1505,12:49:32,12:49:43,"","","","","","","","","","","","",00:00:11,false,"",0,"","","",00:00:13,"","","","",TRUE
2018-11-29,40,240,p1,1,12:49:13,12:54:05,40_240_1507,CuraDiretta,0,12:49:45,12:50:46,00:01:01,00:01:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40_240_1509,40_240_1508,1,2,40_240_1508,12:49:52,12:50:27,"","","","","","","","","","","","",00:00:35,false,"",0,"","","",00:01:01,"","","","",TRUE
2018-11-29,40,240,p1,1,12:49:13,12:54:05,40_240_1508,ComProfessionale,0,12:49:52,12:50:27,00:00:35,00:00:35,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,40_240_1507,1,2,40_240_1507,12:49:52,12:50:27,"","","","","","","","","","","","",00:00:35,false,"",0,"","","",00:00:35,"","","","",TRUE
2018-11-29,40,240,p1,1,12:49:13,12:54:05,40_240_1509,Terapia,Spunta STU somministrazione,12:50:46,12:50:59,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,40_240_1510,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:13,"","","","",TRUE
2018-11-29,40,240,p1,1,12:49:13,12:54:05,40_240_1510,Terapia,Lettura prescrizione,12:50:59,12:51:26,00:00:27,00:00:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,40_240_1511,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:27,"","","","",TRUE
