session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,int task id 2,int start 2,int end 2,int task id 3,int start 3,int end 3,active 1,active 2,active 3,active 4,inactive 1,inactive 2,inactive 3,Participant: Age,Participant: Occupation,is session complete?
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_136,ComProfessionale,0,10:03:03,10:03:31,00:00:28,00:00:28,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,34_86_135,1,2,34_86_135,10:03:03,10:03:31,"","","","","","","","","","","","",00:00:28,false,"",0,"","","","","","","","","",00:00:28,"","","","","","","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_137,ComProfessionale,0,10:03:39,10:05:04,00:01:25,00:01:12,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"34_86_135,34_86_138",2,2,34_86_135,10:04:12,10:04:50,2,34_86_138,10:05:03,10:05:04,"","","","","","","","",00:00:39,true,34_86_138,1,34_86_138,10:04:50,10:05:03,"","","","","","",00:01:11,00:00:01,"","",00:00:13,"","","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_138,Terapia,Somministrazione iniettabili,10:04:50,10:07:36,00:02:46,00:02:03,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_86_143,"34_86_137,34_86_135,34_86_141,34_86_142",4,2,34_86_137,10:05:03,10:05:04,2,34_86_135,10:04:50,10:05:07,2,34_86_141,10:06:04,10:06:40,2,34_86_142,10:07:07,10:07:35,00:01:22,true,"34_86_139,34_86_140",2,34_86_139,10:05:16,10:05:45,34_86_140,10:05:48,10:06:02,"","","",00:00:26,00:00:03,00:01:34,"",00:00:29,00:00:14,"","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_139,Terapia,Somministrazione iniettabili,10:05:16,10:05:45,00:00:29,00:00:29,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","","","","",00:00:29,"","","","","","","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_140,Igiene Mani,0,10:05:48,10:06:02,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","","","","",00:00:14,"","","","","","","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_141,ComProfessionale,0,10:06:04,10:06:40,00:00:36,00:00:36,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,34_86_138,1,2,34_86_138,10:06:04,10:06:40,"","","","","","","","","","","","",00:00:36,false,"",0,"","","","","","","","","",00:00:36,"","","","","","","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_142,Terapia,Somministrazione iniettabili,10:07:07,10:07:35,00:00:28,00:00:28,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,34_86_138,1,2,34_86_138,10:07:07,10:07:35,"","","","","","","","","","","","",00:00:28,false,"",0,"","","","","","","","","",00:00:28,"","","","","","","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_143,Terapia,Spunta STU somministrazione,10:07:36,10:09:09,00:01:33,00:01:33,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_86_144,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:01:33,"","","","","","","","",TRUE
2018-10-30,34,86,o,o,09:59:04,10:09:33,34_86_144,Spostamenti,0,10:09:09,10:09:33,00:00:24,00:00:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,session,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:24,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_145,Terapia,Lettura prescrizione,11:24:39,11:25:54,00:01:15,00:01:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_146,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:01:15,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_146,Terapia,Lettura prescrizione,11:25:54,11:26:55,00:01:01,00:01:01,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_147,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:01:01,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_147,Igiene Mani,0,11:26:55,11:26:57,00:00:02,00:00:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_148,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:02,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_148,Spostamenti,0,11:26:57,11:28:00,00:01:03,00:01:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_151,"34_87_149,34_87_150",2,2,34_87_149,11:26:59,11:27:24,2,34_87_150,11:27:26,11:28:00,"","","","","","","","",00:00:59,false,"",0,"","","","","","","","","",00:01:03,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_149,ComProfessionale,0,11:26:59,11:27:24,00:00:25,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,34_87_148,1,2,34_87_148,11:26:59,11:27:24,"","","","","","","","","","","","",00:00:25,false,"",0,"","","","","","","","","",00:00:25,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_150,ComProfessionale,0,11:27:26,11:28:00,00:00:34,00:00:34,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_151,34_87_148,1,2,34_87_148,11:27:26,11:28:00,"","","","","","","","","","","","",00:00:34,false,"",0,"","","","","","","","","",00:00:34,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_151,Spostamenti,0,11:28:00,11:28:06,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_152,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:06,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_152,Terapia,Allestimento/Riordino/smaltimento,11:28:06,11:29:00,00:00:54,00:00:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_154,34_87_153,1,2,34_87_153,11:28:16,11:29:00,"","","","","","","","","","","","",00:00:44,false,"",0,"","","","","","","","","",00:00:54,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_153,Terapia,Preparazione farmaco,11:28:16,11:29:00,00:00:44,00:00:44,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_154,34_87_152,1,2,34_87_152,11:28:16,11:29:00,"","","","","","","","","","","","",00:00:44,false,"",0,"","","","","","","","","",00:00:44,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_154,Terapia,Spunta STU somministrazione,11:29:00,11:29:15,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_155,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:15,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_155,Terapia,Lettura prescrizione,11:29:15,11:29:27,00:00:12,00:00:12,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_156,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:12,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_156,Terapia,Preparazione farmaco,11:29:27,11:30:10,00:00:43,00:00:43,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_157,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:43,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_157,Igiene Mani,0,11:30:10,11:30:15,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_158,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:05,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_158,Terapia,Preparazione farmaco,11:30:15,11:30:24,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_159,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:09,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_159,Spostamenti,0,11:30:24,11:30:28,00:00:04,00:00:04,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_160,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:04,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_160,Terapia,Autosomministrazione,11:30:28,11:31:30,00:01:02,00:01:02,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_163,"34_87_161,34_87_162",2,2,34_87_161,11:30:46,11:31:06,2,34_87_162,11:31:09,11:31:30,"","","","","","","","",00:00:41,false,"",0,"","","","","","","","","",00:01:02,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_161,ComProfessionale,0,11:30:46,11:31:06,00:00:20,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,34_87_160,1,2,34_87_160,11:30:46,11:31:06,"","","","","","","","","","","","",00:00:20,false,"",0,"","","","","","","","","",00:00:20,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_162,ComProfessionale,0,11:31:09,11:31:30,00:00:21,00:00:21,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_163,34_87_160,1,2,34_87_160,11:31:09,11:31:30,"","","","","","","","","","","","",00:00:21,false,"",0,"","","","","","","","","",00:00:21,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_163,Spostamenti,0,11:31:30,11:32:45,00:01:15,00:00:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_167,"34_87_164,34_87_165",2,2,34_87_164,11:31:40,11:31:56,2,34_87_165,11:31:56,11:32:09,"","","","","","","","",00:00:29,false,34_87_166,1,34_87_166,11:32:10,11:32:44,"","","","","","",00:00:40,00:00:01,"","",00:00:34,"","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_164,Igiene Mani,0,11:31:40,11:31:56,00:00:16,00:00:16,0,0,0,0,0,1,0,0,0,0,0,0,0,Corridoio,user,34_87_163,1,2,34_87_163,11:31:40,11:31:56,"","","","","","","","","","","","",00:00:16,false,"",0,"","","","","","","","","",00:00:16,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_165,Terapia,Lettura prescrizione,11:31:56,11:32:09,00:00:13,00:00:13,0,0,0,0,0,1,0,0,1,0,0,0,0,Corridoio,user,34_87_163,1,2,34_87_163,11:31:56,11:32:09,"","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","","","","",00:00:13,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_166,ComSociale,0,11:32:10,11:32:44,00:00:34,00:00:34,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","","","","",00:00:34,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_167,Terapia,Preparazione farmaco,11:32:45,11:33:23,00:00:38,00:00:38,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_168,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:38,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_168,Terapia,Preparazione farmaco,11:33:23,11:34:04,00:00:41,00:00:41,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_169,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:41,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_169,Spostamenti,0,11:34:04,11:34:08,00:00:04,00:00:04,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_170,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:04,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_170,Terapia,Autosomministrazione,11:34:08,11:34:30,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_171,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:22,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_171,Spostamenti,0,11:34:30,11:34:37,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_172,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:07,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_172,Igiene Mani,0,11:34:37,11:34:46,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_173,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:09,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_173,Terapia,Spunta STU somministrazione,11:34:46,11:35:14,00:00:28,00:00:28,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_174,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:28,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_174,Spostamenti,0,11:35:14,11:35:23,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_175,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:09,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_175,Terapia,Lettura prescrizione,11:35:23,11:35:37,00:00:14,00:00:14,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_176,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:14,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_176,Terapia,Spunta STU somministrazione,11:35:37,11:35:43,00:00:06,00:00:06,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_177,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:06,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_177,Terapia,Lettura prescrizione,11:35:43,11:36:22,00:00:39,00:00:39,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_178,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:39,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_178,Spostamenti,0,11:36:22,11:36:25,00:00:03,00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_179,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:03,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_179,ComProfessionale,0,11:36:25,11:36:36,00:00:11,00:00:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_180,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:11,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_180,Terapia,Autosomministrazione,11:36:36,11:36:55,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_181,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:19,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_181,Spostamenti,0,11:36:55,11:36:57,00:00:02,00:00:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_182,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:02,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_182,Igiene Mani,0,11:36:57,11:37:00,00:00:03,00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_183,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:03,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_183,ComProfessionale,0,11:37:00,11:37:14,00:00:14,00:00:14,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,34_87_184,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:14,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_184,Terapia,Lettura prescrizione,11:37:14,11:37:22,00:00:08,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_185,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:08,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_185,Terapia,Spunta STU somministrazione,11:37:22,11:38:31,00:01:09,00:00:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_187,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,34_87_186,1,34_87_186,11:37:48,11:38:30,"","","","","","",00:00:26,00:00:01,"","",00:00:42,"","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_186,ComSociale,0,11:37:48,11:38:30,00:00:42,00:00:42,1,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","","","","",00:00:42,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_187,Spostamenti,0,11:38:31,11:39:26,00:00:55,00:00:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_189,34_87_188,1,2,34_87_188,11:38:39,11:39:26,"","","","","","","","","","","","",00:00:47,false,"",0,"","","","","","","","","",00:00:55,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_188,ComProfessionale,0,11:38:39,11:39:26,00:00:47,00:00:47,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_189,34_87_187,1,2,34_87_187,11:38:39,11:39:26,"","","","","","","","","","","","",00:00:47,false,"",0,"","","","","","","","","",00:00:47,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_189,Terapia,Autosomministrazione,11:39:26,11:39:32,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_87_190,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:06,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_190,Spostamenti,0,11:39:32,11:39:40,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_191,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:08,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_191,Igiene Mani,0,11:39:40,11:39:52,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_87_192,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:12,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_192,Terapia,Allestimento/Riordino/smaltimento,11:39:52,11:40:48,00:00:56,00:00:56,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_193,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:56,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_193,Terapia,Lettura prescrizione,11:40:48,11:41:01,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_194,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:13,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_194,Terapia,Spunta STU somministrazione,11:41:01,11:41:49,00:00:48,00:00:48,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_87_196,34_87_195,1,2,34_87_195,11:41:22,11:41:48,"","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","","","","",00:00:48,"","","","","","","","",TRUE
2018-10-30,34,87,s2,o,11:24:39,11:57:57,34_87_195,ComProfessionale,0,11:41:22,11:41:48,00:00:26,00:00:26,0,0,0,0,0,1,0,0,1,0,0,0,0,Corridoio,user,34_87_194,1,2,34_87_194,11:41:22,11:41:48,"","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","","","","",00:00:26,"","","","","","","","",TRUE
