session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,int task id 2,int start 2,int end 2,active 1,active 2,active 3,inactive 1,inactive 2,Participant: Age,Participant: Occupation,is session complete?
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_383,ComProfessionale,0,12:22:06,12:24:23,00:02:17,00:02:17,1,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,user,41_127_382,1,2,41_127_382,12:22:06,12:24:23,"","","","","","","","","","","","",00:02:17,false,"",0,"","","","","","",00:02:17,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_384,ComProfessionale,0,12:24:25,12:24:56,00:00:31,00:00:31,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_127_382,1,2,41_127_382,12:24:25,12:24:56,"","","","","","","","","","","","",00:00:31,false,"",0,"","","","","","",00:00:31,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_385,Terapia,Spunta STU somministrazione,12:25:01,12:25:14,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_386,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_386,Spostamenti,0,12:25:14,12:25:31,00:00:17,00:00:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_387,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:17,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_387,Igiene Mani,0,12:25:31,12:25:38,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_388,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_388,Spostamenti,0,12:25:38,12:26:15,00:00:37,00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_390,41_127_389,1,2,41_127_389,12:25:48,12:26:14,"","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_389,ComProfessionale,0,12:25:48,12:26:14,00:00:26,00:00:26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,user,41_127_388,1,2,41_127_388,12:25:48,12:26:14,"","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","",00:00:26,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_390,Terapia,Preparazione farmaco,12:26:15,12:26:43,00:00:28,00:00:28,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_127_391,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:28,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_391,Terapia,Somministrazione pillole,12:26:43,12:26:53,00:00:10,00:00:10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_392,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_392,Terapia,Spunta STU somministrazione,12:26:53,12:27:41,00:00:48,00:00:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_394,41_127_393,1,2,41_127_393,12:27:00,12:27:40,"","","","","","","","","","","","",00:00:40,false,"",0,"","","","","","",00:00:48,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_393,ComProfessionale,0,12:27:00,12:27:40,00:00:40,00:00:40,1,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,user,41_127_392,1,2,41_127_392,12:27:00,12:27:40,"","","","","","","","","","","","",00:00:40,false,"",0,"","","","","","",00:00:40,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_394,CuraDiretta,0,12:27:41,12:28:32,00:00:51,00:00:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_396,41_127_395,1,2,41_127_395,12:27:59,12:28:31,"","","","","","","","","","","","",00:00:32,false,"",0,"","","","","","",00:00:51,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_395,ComProfessionale,0,12:27:59,12:28:31,00:00:32,00:00:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,user,41_127_394,1,2,41_127_394,12:27:59,12:28:31,"","","","","","","","","","","","",00:00:32,false,"",0,"","","","","","",00:00:32,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_396,Terapia,Preparazione farmaco,12:28:32,12:29:01,00:00:29,00:00:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_127_397,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_397,Terapia,Somministrazione pillole,12:29:01,12:29:09,00:00:08,00:00:08,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_398,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_398,Terapia,Lettura prescrizione,12:29:09,12:29:20,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_399,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_399,Spostamenti,0,12:29:20,12:30:12,00:00:52,00:00:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_401,41_127_400,1,2,41_127_400,12:29:44,12:30:11,"","","","","","","","","","","","",00:00:27,false,"",0,"","","","","","",00:00:52,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_400,ComProfessionale,0,12:29:44,12:30:11,00:00:27,00:00:27,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_127_399,1,2,41_127_399,12:29:44,12:30:11,"","","","","","","","","","","","",00:00:27,false,"",0,"","","","","","",00:00:27,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_401,Terapia,Spunta STU somministrazione,12:30:12,12:31:09,00:00:57,00:00:57,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_127_403,41_127_402,1,2,41_127_402,12:30:35,12:30:59,"","","","","","","","","","","","",00:00:24,false,"",0,"","","","","","",00:00:57,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_402,ComProfessionale,0,12:30:35,12:30:59,00:00:24,00:00:24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,user,41_127_401,1,2,41_127_401,12:30:35,12:30:59,"","","","","","","","","","","","",00:00:24,false,"",0,"","","","","","",00:00:24,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_403,Terapia,Lettura prescrizione,12:31:09,12:31:18,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_127_404,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_404,Spostamenti,0,12:31:18,12:33:16,00:01:58,00:01:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_407,"41_127_405,41_127_406",2,2,41_127_405,12:31:45,12:32:15,2,41_127_406,12:32:16,12:33:15,"","","","","","","","",00:01:29,false,"",0,"","","","","","",00:01:58,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_405,ComProfessionale,0,12:31:45,12:32:15,00:00:30,00:00:30,1,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,41_127_404,1,2,41_127_404,12:31:45,12:32:15,"","","","","","","","","","","","",00:00:30,false,"",0,"","","","","","",00:00:30,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_406,Terapia,Lettura prescrizione,12:32:16,12:33:15,00:00:59,00:00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_127_404,1,2,41_127_404,12:32:16,12:33:15,"","","","","","","","","","","","",00:00:59,false,"",0,"","","","","","",00:00:59,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_407,Terapia,Spunta STU somministrazione,12:33:16,12:34:15,00:00:59,00:00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_409,41_127_408,1,2,41_127_408,12:33:22,12:34:15,"","","","","","","","","","","","",00:00:53,false,"",0,"","","","","","",00:00:59,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_408,Terapia,Preparazione farmaco,12:33:22,12:34:15,00:00:53,00:00:53,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_409,41_127_407,1,2,41_127_407,12:33:22,12:34:15,"","","","","","","","","","","","",00:00:53,false,"",0,"","","","","","",00:00:53,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_409,Terapia,Lettura prescrizione,12:34:15,12:34:26,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_410,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_410,Terapia,Somministrazione iniettabili,12:34:26,12:36:16,00:01:50,00:01:24,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_413,41_127_411,1,2,41_127_411,12:35:12,12:35:33,"","","","","","","","","","","","",00:00:21,false,41_127_412,1,41_127_412,12:35:42,12:36:08,"","","",00:01:16,00:00:08,"",00:00:26,"","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_411,ComProfessionale,0,12:35:12,12:35:33,00:00:21,00:00:21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,user,41_127_410,1,2,41_127_410,12:35:12,12:35:33,"","","","","","","","","","","","",00:00:21,false,"",0,"","","","","","",00:00:21,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_412,ComProfessionale,0,12:35:42,12:36:08,00:00:26,00:00:26,1,0,0,1,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","",00:00:26,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_413,Terapia,Lettura prescrizione,12:36:16,12:37:04,00:00:48,00:00:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_415,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,41_127_414,1,41_127_414,12:36:39,12:36:56,"","","",00:00:23,00:00:08,"",00:00:17,"","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_414,ComProfessionale,0,12:36:39,12:36:56,00:00:17,00:00:17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","",00:00:17,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_415,Terapia,Preparazione farmaco,12:37:04,12:37:27,00:00:23,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_416,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:23,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_416,Terapia,Lettura prescrizione,12:37:27,12:38:20,00:00:53,00:00:53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41_127_418,41_127_417,1,2,41_127_417,12:37:35,12:38:06,"","","","","","","","","","","","",00:00:31,false,"",0,"","","","","","",00:00:53,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_417,ComProfessionale,0,12:37:35,12:38:06,00:00:31,00:00:31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,user,41_127_416,1,2,41_127_416,12:37:35,12:38:06,"","","","","","","","","","","","",00:00:31,false,"",0,"","","","","","",00:00:31,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_418,CuraDiretta,0,12:38:20,12:38:33,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_419,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_419,Terapia,Somministrazione pillole,12:38:33,12:39:03,00:00:30,00:00:30,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_420,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:30,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_420,CuraDiretta,0,12:39:03,12:39:10,00:00:07,00:00:07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_421,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_421,Terapia,Somministrazione pillole,12:39:10,12:39:39,00:00:29,00:00:29,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_422,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_422,CuraDiretta,0,12:39:39,12:40:04,00:00:25,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_423,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:25,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_423,Terapia,Allestimento/Riordino/smaltimento,12:40:04,12:40:12,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_424,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_424,Terapia,Spunta STU somministrazione,12:40:12,12:40:24,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_425,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_425,CuraDiretta,0,12:40:24,12:40:45,00:00:21,00:00:21,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_426,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:21,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_426,Spostamenti,0,12:40:45,12:41:34,00:00:49,00:00:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_427,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:49,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_427,Terapia,Vestizione,12:41:34,12:42:29,00:00:55,00:00:55,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,41_127_428,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:55,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_428,Terapia,Lettura prescrizione,12:42:29,12:43:04,00:00:35,00:00:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_430,41_127_429,1,2,41_127_429,12:42:37,12:43:00,"","","","","","","","","","","","",00:00:23,false,"",0,"","","","","","",00:00:35,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_429,Terapia,Lettura prescrizione,12:42:37,12:43:00,00:00:23,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,41_127_428,1,2,41_127_428,12:42:37,12:43:00,"","","","","","","","","","","","",00:00:23,false,"",0,"","","","","","",00:00:23,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_430,Terapia,Allestimento/Riordino/smaltimento,12:43:04,12:44:24,00:01:20,00:01:20,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,41_127_431,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:01:20,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_431,Terapia,Lettura prescrizione,12:44:24,12:44:43,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,41_127_432,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_432,Terapia,Allestimento/Riordino/smaltimento,12:44:43,12:44:50,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,41_127_433,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_433,Terapia,Preparazione farmaco,12:44:50,12:45:10,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,41_127_434,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:20,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_434,CuraDiretta,0,12:45:10,12:47:17,00:02:07,00:02:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_437,"41_127_435,41_127_436",2,2,41_127_435,12:45:45,12:46:31,2,41_127_436,12:46:45,12:47:14,"","","","","","","","",00:01:15,false,"",0,"","","","","","",00:02:07,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_435,ComProfessionale,0,12:45:45,12:46:31,00:00:46,00:00:46,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_127_434,1,2,41_127_434,12:45:45,12:46:31,"","","","","","","","","","","","",00:00:46,false,"",0,"","","","","","",00:00:46,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_436,ComProfessionale,0,12:46:45,12:47:14,00:00:29,00:00:29,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_127_434,1,2,41_127_434,12:46:45,12:47:14,"","","","","","","","","","","","",00:00:29,false,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_437,Terapia,Allestimento/Riordino/smaltimento,12:47:17,12:47:50,00:00:33,00:00:33,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_127_438,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:33,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_438,Terapia,Vestizione,12:47:50,12:47:56,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_439,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:06,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_439,Terapia,Spunta STU somministrazione,12:47:56,12:49:13,00:01:17,00:01:17,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,41_127_441,41_127_440,1,2,41_127_440,12:48:12,12:49:12,"","","","","","","","","","","","",00:01:00,false,"",0,"","","","","","",00:01:17,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_440,ComProfessionale,0,12:48:12,12:49:12,00:01:00,00:01:00,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,41_127_439,1,2,41_127_439,12:48:12,12:49:12,"","","","","","","","","","","","",00:01:00,false,"",0,"","","","","","",00:01:00,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_441,Igiene Mani,0,12:49:13,12:49:23,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_442,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_442,Terapia,Allestimento/Riordino/smaltimento,12:49:23,12:49:43,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,41_127_443,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:20,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_443,Terapia,Lettura prescrizione,12:49:43,12:50:02,00:00:19,00:00:19,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_127_444,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_444,Terapia,Allestimento/Riordino/smaltimento,12:50:02,12:50:08,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_445,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:06,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_445,Spostamenti,0,12:50:08,12:50:55,00:00:47,00:00:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_127_446,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:47,"","","","","","",TRUE
2018-11-08,41,127,p1,1,12:19:01,12:53:06,41_127_446,ComProfessionale,0,12:50:55,12:51:33,00:00:38,00:00:38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41_127_447,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:38,"","","","","","",TRUE
