session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,int task id 2,int start 2,int end 2,int task id 3,int start 3,int end 3,active 1,active 2,active 3,active 4,inactive 1,inactive 2,inactive 3,Participant: Age,Participant: Occupation,is session complete?
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_138,Terapia,Preparazione farmaco,09:07:53,09:08:30,00:00:37,00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_139,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:37,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_139,Terapia,Lettura prescrizione,09:08:30,09:08:36,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17_29_140,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:06,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_140,Spostamenti,0,09:08:36,09:09:34,00:00:58,00:00:58,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,17_29_141,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:58,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_141,Spostamenti,0,09:09:34,09:10:02,00:00:28,00:00:28,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_142,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:28,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_142,Igiene Mani,0,09:10:02,09:10:15,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_143,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:13,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_143,ComProfessionale,0,09:10:15,09:10:53,00:00:38,00:00:38,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_144,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:38,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_144,Terapia,Somministrazione pillole,09:10:53,09:11:17,00:00:24,00:00:24,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_145,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:24,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_145,ComProfessionale,0,09:11:17,09:11:29,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17_29_146,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:12,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_146,Spostamenti,0,09:11:29,09:11:40,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_147,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:11,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_147,Terapia,Preparazione farmaco,09:11:40,09:11:51,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_148,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:11,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_148,Terapia,Somministrazione pillole,09:11:51,09:13:03,00:01:12,00:00:10,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_150,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,17_29_149,1,17_29_149,09:12:01,09:13:03,"","","","","","",00:00:10,00:00:00,"","",00:01:02,"","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_149,ComProfessionale,0,09:12:01,09:13:03,00:01:02,00:01:02,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","","","","",00:01:02,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_150,Terapia,Preparazione farmaco,09:13:03,09:14:01,00:00:58,00:00:58,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_151,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:58,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_151,Terapia,Lettura prescrizione,09:14:01,09:14:11,00:00:10,00:00:10,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_152,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:10,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_152,Terapia,Preparazione farmaco,09:14:11,09:14:55,00:00:44,00:00:44,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_153,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:44,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_153,Igiene Mani,0,09:14:55,09:15:01,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_154,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:06,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_154,Spostamenti,0,09:15:01,09:16:57,00:01:56,00:01:56,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,17_29_155,1,2,17_29_155,09:15:05,09:16:57,"","","","","","","","","","","","",00:01:52,false,"",0,"","","","","","","","","",00:01:56,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_155,ComProfessionale,0,09:15:05,09:17:03,00:01:58,00:01:58,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_156,17_29_154,1,2,17_29_154,09:15:05,09:16:57,"","","","","","","","","","","","",00:01:52,false,"",0,"","","","","","","","","",00:01:58,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_156,Spostamenti,0,09:17:03,09:17:11,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_157,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:08,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_157,Igiene Mani,0,09:17:11,09:18:22,00:01:11,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,17_29_158,1,2,17_29_158,09:18:21,09:18:22,"","","","","","","","","","","","",00:00:01,false,17_29_158,1,17_29_158,09:17:17,09:18:21,"","","","","","",00:00:06,00:00:01,"","",00:01:04,"","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_158,CuraDiretta,0,09:17:17,09:24:16,00:06:59,00:06:59,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_160,"17_29_157,17_29_159",2,2,17_29_157,09:18:21,09:18:22,2,17_29_159,09:23:15,09:24:16,"","","","","","","","",00:01:02,true,"",0,"","","","","","","","","",00:06:59,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_159,Igiene Mani,0,09:23:15,09:24:16,00:01:01,00:01:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17_29_160,17_29_158,1,2,17_29_158,09:23:15,09:24:16,"","","","","","","","","","","","",00:01:01,false,"",0,"","","","","","","","","",00:01:01,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_160,ComProfessionale,0,09:24:16,09:24:45,00:00:29,00:00:29,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,17_29_161,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:29,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_161,Spostamenti,0,09:24:45,09:25:03,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_162,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:18,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_162,Igiene Mani,0,09:25:03,09:25:10,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_163,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:07,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_163,Terapia,Lettura prescrizione,09:25:10,09:26:10,00:01:00,00:01:00,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_164,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:01:00,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_164,Terapia,Preparazione farmaco,09:26:10,09:26:55,00:00:45,00:00:45,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_165,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:45,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_165,Terapia,Lettura prescrizione,09:26:55,09:27:36,00:00:41,00:00:41,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_167,17_29_166,1,2,17_29_166,09:27:04,09:27:30,"","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","","","","",00:00:41,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_166,ComSociale,0,09:27:04,09:27:30,00:00:26,00:00:26,0,0,0,0,0,0,0,1,1,0,0,0,0,Corridoio,user,17_29_165,1,2,17_29_165,09:27:04,09:27:30,"","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","","","","",00:00:26,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_167,Spostamenti,0,09:27:36,09:27:49,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_168,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:13,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_168,ComProfessionale,0,09:27:49,09:30:32,00:02:43,00:00:24,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,user,"17_29_169,17_29_172",2,2,17_29_169,09:29:01,09:29:05,2,17_29_172,09:30:30,09:30:32,"","","","","","","","",00:00:06,false,"17_29_169,17_29_170",2,17_29_169,09:28:05,09:29:01,17_29_170,09:29:07,09:30:30,"","","",00:00:16,00:00:06,00:00:02,"",00:00:56,00:01:23,"","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_169,Spostamenti,0,09:28:05,09:29:05,00:01:00,00:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,17_29_168,1,2,17_29_168,09:29:01,09:29:05,"","","","","","","","","","","","",00:00:04,true,"",0,"","","","","","","","","",00:01:00,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_170,ParametriVitali,Rilevazione,09:29:07,09:29:40,00:00:33,00:00:33,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_171,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","","","","",00:00:33,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_171,Spostamenti,0,09:29:40,09:30:02,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_172,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:22,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_172,ComProfessionale,0,09:30:02,09:33:04,00:03:02,00:03:02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17_29_175,"17_29_168,17_29_173,17_29_174",3,2,17_29_168,09:30:02,09:30:32,2,17_29_173,09:31:51,09:32:22,2,17_29_174,09:32:33,09:32:54,"","","","",00:01:22,false,"",0,"","","","","","","","","",00:03:02,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_173,ComSociale,0,09:31:51,09:32:22,00:00:31,00:00:31,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,17_29_172,1,2,17_29_172,09:31:51,09:32:22,"","","","","","","","","","","","",00:00:31,false,"",0,"","","","","","","","","",00:00:31,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_174,ComProfessionale,0,09:32:33,09:32:54,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,17_29_172,1,2,17_29_172,09:32:33,09:32:54,"","","","","","","","","","","","",00:00:21,false,"",0,"","","","","","","","","",00:00:21,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_175,Spostamenti,0,09:33:04,09:33:18,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_176,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:14,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_176,Terapia,Riordino/smaltimento,09:33:18,09:33:28,00:00:10,00:00:10,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_177,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:10,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_177,Igiene Mani,0,09:33:28,09:33:33,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_178,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:05,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_178,Terapia,Lettura prescrizione,09:33:33,09:34:22,00:00:49,00:00:49,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_179,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:49,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_179,Terapia,Spunta STU somministrazione,09:34:22,09:36:40,00:02:18,00:00:33,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,17_29_184,1,2,17_29_184,09:36:31,09:36:40,"","","","","","","","","","","","",00:00:09,false,17_29_180,1,17_29_180,09:34:46,09:36:31,"","","","","","",00:00:24,00:00:09,"","",00:01:45,"","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_180,ComProfessionale,0,09:34:46,09:35:42,00:00:56,00:00:56,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_181,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","","","","",00:00:56,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_181,Spostamenti,0,09:35:42,09:35:59,00:00:17,00:00:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17_29_182,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:17,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_182,Igiene Mani,0,09:35:59,09:36:04,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_183,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:05,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_183,Spostamenti,0,09:36:04,09:36:19,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_184,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:15,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_184,Terapia,Preparazione farmaco,09:36:19,09:38:04,00:01:45,00:01:45,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_185,17_29_179,1,2,17_29_179,09:36:19,09:36:40,"","","","","","","","","","","","",00:00:21,false,"",0,"","","","","","","","","",00:01:45,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_185,Terapia,Lettura prescrizione,09:38:04,09:38:13,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_186,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:09,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_186,Terapia,Preparazione farmaco,09:38:13,09:38:41,00:00:28,00:00:28,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_187,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:28,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_187,Terapia,Lettura prescrizione,09:38:41,09:38:49,00:00:08,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_188,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:08,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_188,Igiene Mani,0,09:38:49,09:38:54,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_189,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:05,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_189,Spostamenti,0,09:38:54,09:39:15,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_190,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:21,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_190,ComProfessionale,0,09:39:15,09:40:24,00:01:09,00:01:09,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,17_29_191,1,2,17_29_191,09:39:25,09:40:24,"","","","","","","","","","","","",00:00:59,false,"",0,"","","","","","","","","",00:01:09,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_191,ComSociale,0,09:39:25,09:40:27,00:01:02,00:01:02,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_192,17_29_190,1,2,17_29_190,09:39:25,09:40:24,"","","","","","","","","","","","",00:00:59,false,"",0,"","","","","","","","","",00:01:02,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_192,Terapia,Somministrazione iniettabili,09:40:27,09:40:50,00:00:23,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17_29_193,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:23,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_193,ComProfessionale,0,09:40:50,09:41:02,00:00:12,00:00:12,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_194,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:12,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_194,Terapia,Verifica assunzione,09:41:02,09:42:44,00:01:42,00:01:42,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,17_29_195,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:01:42,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_195,Spostamenti,0,09:42:44,09:42:57,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_196,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:13,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_196,Terapia,Riordino/smaltimento,09:42:57,09:43:06,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,17_29_197,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:09,"","","","","","","","",TRUE
2018-04-06,17,29,c2,inf2,08:56:45,10:32:52,17_29_197,Igiene Mani,0,09:43:06,09:43:12,00:00:06,00:00:06,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,17_29_198,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","","","","",00:00:06,"","","","","","","","",TRUE
