session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,num of tasks in multi 5,multi task id 5,multi start 5,multi end 5,num of tasks in multi 6,multi task id 6,multi start 6,multi end 6,num of tasks in multi 7,multi task id 7,multi start 7,multi end 7,num of tasks in multi 8,multi task id 8,multi start 8,multi end 8,num of tasks in multi 9,multi task id 9,multi start 9,multi end 9,num of tasks in multi 10,multi task id 10,multi start 10,multi end 10,num of tasks in multi 11,multi task id 11,multi start 11,multi end 11,num of tasks in multi 12,multi task id 12,multi start 12,multi end 12,num of tasks in multi 13,multi task id 13,multi start 13,multi end 13,num of tasks in multi 14,multi task id 14,multi start 14,multi end 14,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,Participant: Age,Participant: Occupation,is session complete?
2019-01-21,24,499,c1,1,14:36:02,14:43:37,24_499_681,ComProfessionale,0,14:41:28,14:41:40,00:00:12,00:00:12,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,24_499_680,1,2,24_499_680,14:41:28,14:41:40,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:12,false,"",0,"","","",00:00:12,"","","","",TRUE
2019-01-21,24,499,c1,1,14:36:02,14:43:37,24_499_682,ComProfessionale,0,14:42:24,14:42:52,00:00:28,00:00:28,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,user,24_499_680,1,2,24_499_680,14:42:24,14:42:52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:28,false,"",0,"","","",00:00:28,"","","","",TRUE
2019-01-21,24,499,c1,1,14:36:02,14:43:37,24_499_683,Terapia,Allestimento/Riordino/smaltimento,14:43:00,14:43:37,00:00:37,00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,session,24_499_684,1,2,24_499_684,14:43:10,14:43:31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:21,false,"",0,"","","",00:00:37,"","","","",TRUE
2019-01-21,24,499,c1,1,14:36:02,14:43:37,24_499_684,ComProfessionale,0,14:43:10,14:43:31,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,24_499_683,1,2,24_499_683,14:43:10,14:43:31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:21,false,"",0,"","","",00:00:21,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_685,Supervisione/insegnamento,0,14:44:58,14:46:21,00:01:23,00:01:23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24_500_688,"24_500_686,24_500_687",2,2,24_500_686,14:45:16,14:45:49,2,24_500_687,14:45:50,14:46:21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:04,false,"",0,"","","",00:01:23,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_686,Terapia,Preparazione farmaco,14:45:16,14:45:49,00:00:33,00:00:33,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_500_685,1,2,24_500_685,14:45:16,14:45:49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:33,false,"",0,"","","",00:00:33,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_687,ComProfessionale,0,14:45:50,14:46:21,00:00:31,00:00:31,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridoio,24_500_688,24_500_685,1,2,24_500_685,14:45:50,14:46:21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:31,false,"",0,"","","",00:00:31,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_688,CuraDiretta,0,14:46:21,14:47:39,00:01:18,00:01:18,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_500_690,24_500_689,1,2,24_500_689,14:46:42,14:47:39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:57,false,"",0,"","","",00:01:18,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_689,ComProfessionale,0,14:46:42,14:47:39,00:00:57,00:00:57,0,1,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_500_690,24_500_688,1,2,24_500_688,14:46:42,14:47:39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:57,false,"",0,"","","",00:00:57,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_690,Spostamenti,0,14:47:39,14:48:03,00:00:24,00:00:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,24_500_691,1,2,24_500_691,14:47:46,14:48:03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:17,false,"",0,"","","",00:00:24,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_691,ComProfessionale,0,14:47:46,14:48:11,00:00:25,00:00:25,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,24_500_692,24_500_690,1,2,24_500_690,14:47:46,14:48:03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:17,false,"",0,"","","",00:00:25,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_692,Spostamenti,0,14:48:11,14:48:18,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24_500_693,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:07,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_693,CuraDiretta,0,14:48:18,14:48:54,00:00:36,00:00:36,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_500_694,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:36,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_694,Spostamenti,0,14:48:54,14:49:23,00:00:29,00:00:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,24_500_695,1,2,24_500_695,14:49:01,14:49:23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:22,false,"",0,"","","",00:00:29,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_695,CuraIndiretta,"Ricerca materiali (guanti, devices)",14:49:01,14:51:48,00:02:47,00:02:47,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,24_500_697,"24_500_694,24_500_696",2,2,24_500_694,14:49:01,14:49:23,2,24_500_696,14:49:39,14:51:44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:02:27,false,"",0,"","","",00:02:47,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_696,ComProfessionale,0,14:49:39,14:51:44,00:02:05,00:02:05,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,24_500_695,1,2,24_500_695,14:49:39,14:51:44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:02:05,false,"",0,"","","",00:02:05,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_697,Spostamenti,0,14:51:48,14:52:04,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24_500_698,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:16,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_698,ComProfessionale,0,14:52:04,14:52:19,00:00:15,00:00:15,0,1,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_500_699,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_699,CuraDiretta,0,14:52:19,14:52:47,00:00:28,00:00:28,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_500_700,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:28,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_700,Terapia,Preparazione farmaco,14:52:47,14:53:48,00:01:01,00:01:01,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_500_701,1,2,24_500_701,14:53:08,14:53:48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:40,false,"",0,"","","",00:01:01,"","","","",TRUE
2019-01-21,24,500,c1,2,14:44:58,14:53:48,24_500_701,ComProfessionale,0,14:53:08,14:53:48,00:00:40,00:00:40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,user,24_500_700,1,2,24_500_700,14:53:08,14:53:48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:40,false,"",0,"","","",00:00:40,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_702,Terapia,Preparazione farmaco,14:54:21,14:56:44,00:02:23,00:02:23,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"24_501_703,24_501_704,24_501_705",4,2,24_501_703,14:54:38,14:55:33,3,"24_501_703,24_501_704",14:55:33,14:55:48,2,24_501_703,14:55:48,14:56:32,3,"24_501_703,24_501_705",14:56:32,14:56:44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:02:06,false,"",0,"","","",00:02:23,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_703,Supervisione/insegnamento,0,14:54:38,14:57:52,00:03:14,00:03:14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24_501_708,"24_501_702,24_501_704,24_501_705,24_501_706,24_501_707",8,2,24_501_702,14:54:38,14:55:33,3,"24_501_702,24_501_704",14:55:33,14:55:48,2,24_501_702,14:55:48,14:56:32,3,"24_501_702,24_501_705",14:56:32,14:56:44,2,24_501_705,14:56:44,14:56:44,3,"24_501_705,24_501_706",14:56:44,14:57:13,2,24_501_705,14:57:13,14:57:20,3,"24_501_705,24_501_707",14:57:20,14:57:52,"","","","","","","","","","","","","","","","","","","","","","","","",00:03:14,false,"",0,"","","",00:03:14,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_704,ComProfessionale,0,14:55:33,14:55:48,00:00:15,00:00:15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,user,"24_501_702,24_501_703",1,3,"24_501_702,24_501_703",14:55:33,14:55:48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:15,false,"",0,"","","",00:00:15,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_705,ComProfessionale,0,14:56:32,14:57:52,00:01:20,00:01:20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24_501_708,"24_501_702,24_501_703,24_501_706,24_501_707",5,3,"24_501_702,24_501_703",14:56:32,14:56:44,2,24_501_703,14:56:44,14:56:44,3,"24_501_703,24_501_706",14:56:44,14:57:13,2,24_501_703,14:57:13,14:57:20,3,"24_501_703,24_501_707",14:57:20,14:57:52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:20,false,"",0,"","","",00:01:20,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_706,Terapia,Lettura prescrizione,14:56:44,14:57:13,00:00:29,00:00:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"24_501_703,24_501_705",1,3,"24_501_703,24_501_705",14:56:44,14:57:13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:29,false,"",0,"","","",00:00:29,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_707,Terapia,Preparazione farmaco,14:57:20,14:57:52,00:00:32,00:00:32,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,24_501_708,"24_501_703,24_501_705",1,3,"24_501_703,24_501_705",14:57:20,14:57:52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:32,false,"",0,"","","",00:00:32,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_708,ComProfessionale,0,14:57:52,14:58:25,00:00:33,00:00:33,1,1,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_501_709,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:33,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_709,Supervisione/insegnamento,0,14:58:25,14:59:32,00:01:07,00:01:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24_501_711,24_501_710,1,2,24_501_710,14:58:34,14:59:32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:58,false,"",0,"","","",00:01:07,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_710,Terapia,Somministrazione iniettabili,14:58:34,14:59:32,00:00:58,00:00:58,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_501_711,24_501_709,1,2,24_501_709,14:58:34,14:59:32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:58,false,"",0,"","","",00:00:58,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_711,ComProfessionale,0,14:59:32,14:59:50,00:00:18,00:00:18,0,0,0,0,0,1,0,0,0,0,0,0,0,Corridoio,24_501_712,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:18,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_712,Terapia,Allestimento/Riordino/smaltimento,14:59:50,15:00:02,00:00:12,00:00:12,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,24_501_713,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_713,Terapia,Spunta STU somministrazione,15:00:02,15:00:26,00:00:24,00:00:24,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,24_501_714,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:24,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_714,Handover,Note su cartella clinica,15:00:26,15:00:58,00:00:32,00:00:32,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_715,1,2,24_501_715,15:00:42,15:00:58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:16,false,"",0,"","","",00:00:32,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_715,ComProfessionale,0,15:00:42,15:01:27,00:00:45,00:00:45,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"24_501_714,24_501_716",2,2,24_501_714,15:00:42,15:00:58,2,24_501_716,15:01:03,15:01:27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:40,false,"",0,"","","",00:00:45,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_716,Terapia,Preparazione farmaco,15:01:03,15:03:40,00:02:37,00:02:37,1,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"24_501_715,24_501_717,24_501_718",3,2,24_501_715,15:01:03,15:01:27,2,24_501_717,15:01:28,15:02:20,2,24_501_718,15:02:33,15:03:40,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:02:23,false,"",0,"","","",00:02:37,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_717,Handover,Note su cartella clinica,15:01:28,15:02:20,00:00:52,00:00:52,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_716,1,2,24_501_716,15:01:28,15:02:20,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:52,false,"",0,"","","",00:00:52,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_718,Terapia,Lettura prescrizione,15:02:33,15:05:06,00:02:33,00:02:33,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"24_501_716,24_501_719,24_501_720,24_501_721",4,2,24_501_716,15:02:33,15:03:40,2,24_501_719,15:03:41,15:04:26,2,24_501_720,15:04:27,15:04:55,2,24_501_721,15:05:00,15:05:06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:02:26,false,"",0,"","","",00:02:33,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_719,Terapia,Lettura prescrizione,15:03:41,15:04:26,00:00:45,00:00:45,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_718,1,2,24_501_718,15:03:41,15:04:26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:45,false,"",0,"","","",00:00:45,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_720,Terapia,Preparazione farmaco,15:04:27,15:04:55,00:00:28,00:00:28,0,0,1,0,1,0,0,0,1,0,0,0,0,Corridoio,user,24_501_718,1,2,24_501_718,15:04:27,15:04:55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:28,false,"",0,"","","",00:00:28,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_721,Terapia,Lettura prescrizione,15:05:00,15:05:29,00:00:29,00:00:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"24_501_718,24_501_722",2,2,24_501_718,15:05:00,15:05:06,2,24_501_722,15:05:20,15:05:29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:15,false,"",0,"","","",00:00:29,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_722,Terapia,Lettura prescrizione,15:05:20,15:12:18,00:06:58,00:06:58,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"24_501_721,24_501_723,24_501_724,24_501_725,24_501_726,24_501_727,24_501_728,24_501_729,24_501_730,24_501_731,24_501_732,24_501_733",14,2,24_501_721,15:05:20,15:05:29,2,24_501_723,15:05:30,15:06:28,2,24_501_724,15:06:29,15:07:08,3,"24_501_724,24_501_725",15:07:08,15:07:19,2,24_501_724,15:07:19,15:07:23,3,"24_501_724,24_501_726",15:07:23,15:07:48,2,24_501_724,15:07:48,15:08:12,2,24_501_727,15:08:12,15:08:52,2,24_501_728,15:08:53,15:09:06,2,24_501_729,15:09:08,15:09:23,2,24_501_730,15:09:23,15:10:52,2,24_501_731,15:10:52,15:11:25,2,24_501_732,15:11:26,15:12:00,2,24_501_733,15:12:11,15:12:18,00:06:41,false,"",0,"","","",00:06:58,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_723,Terapia,Preparazione farmaco,15:05:30,15:06:28,00:00:58,00:00:58,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_722,1,2,24_501_722,15:05:30,15:06:28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:58,false,"",0,"","","",00:00:58,"","","","",TRUE
