session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,num of tasks in multi 5,multi task id 5,multi start 5,multi end 5,num of tasks in multi 6,multi task id 6,multi start 6,multi end 6,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,int task id 2,int start 2,int end 2,active 1,active 2,active 3,inactive 1,inactive 2,Participant: Age,Participant: Occupation,is session complete?
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_115,CuraDiretta,0,11:26:52,11:28:31,00:01:39,00:01:39,1,0,0,0,0,1,0,0,0,0,0,0,0,Stanza Paziente,user,"4_205_113,4_205_114,4_205_116",4,3,"4_205_113,4_205_114",11:26:52,11:27:15,4,"4_205_113,4_205_114,4_205_116",11:27:15,11:27:39,3,"4_205_116,4_205_114",11:27:39,11:27:55,2,4_205_114,11:27:55,11:28:31,"","","","","","","","",00:01:39,false,"",0,"","","","","","",00:01:39,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_116,Spostamenti,0,11:27:15,11:27:55,00:00:40,00:00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,"4_205_113,4_205_114,4_205_115",2,4,"4_205_113,4_205_114,4_205_115",11:27:15,11:27:39,3,"4_205_115,4_205_114",11:27:39,11:27:55,"","","","","","","","","","","","","","","","",00:00:40,false,"",0,"","","","","","",00:00:40,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_117,CuraDiretta,0,11:28:41,11:29:25,00:00:44,00:00:44,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_205_118,4_205_114,1,2,4_205_114,11:28:55,11:29:03,"","","","","","","","","","","","","","","","","","","","",00:00:08,true,"",0,"","","","","","",00:00:44,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_118,Spostamenti,0,11:29:25,11:29:37,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_205_119,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_119,Terapia,Allestimento/Riordino/smaltimento,11:29:37,11:29:42,00:00:05,00:00:05,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_120,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:05,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_120,Igiene Mani,0,11:29:42,11:29:53,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_205_121,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_121,Spostamenti,0,11:29:53,11:30:27,00:00:34,00:00:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_205_123,4_205_122,1,2,4_205_122,11:29:55,11:30:25,"","","","","","","","","","","","","","","","","","","","",00:00:30,false,"",0,"","","","","","",00:00:34,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_122,ComSociale,0,11:29:55,11:30:25,00:00:30,00:00:30,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,4_205_121,1,2,4_205_121,11:29:55,11:30:25,"","","","","","","","","","","","","","","","","","","","",00:00:30,false,"",0,"","","","","","",00:00:30,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_123,ComSociale,0,11:30:27,11:32:04,00:01:37,00:00:42,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,4_205_126,4_205_125,1,2,4_205_125,11:31:40,11:32:04,"","","","","","","","","","","","","","","","","","","","",00:00:24,false,4_205_124,1,4_205_124,11:30:43,11:31:38,"","","",00:00:16,00:00:26,"",00:00:55,"","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_124,CuraDiretta,0,11:30:43,11:31:38,00:00:55,00:00:55,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","",00:00:55,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_125,ComSociale,0,11:31:40,11:32:04,00:00:24,00:00:24,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_126,4_205_123,1,2,4_205_123,11:31:40,11:32:04,"","","","","","","","","","","","","","","","","","","","",00:00:24,false,"",0,"","","","","","",00:00:24,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_126,Terapia,Allestimento/Riordino/smaltimento,11:32:04,11:32:40,00:00:36,00:00:36,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_127,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:36,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_127,Terapia,Preparazione farmaco,11:32:40,11:32:53,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_128,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_128,Igiene Mani,0,11:32:53,11:33:22,00:00:29,00:00:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_130,4_205_129,1,2,4_205_129,11:32:55,11:33:20,"","","","","","","","","","","","","","","","","","","","",00:00:25,false,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_129,ComProfessionale,0,11:32:55,11:33:20,00:00:25,00:00:25,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,user,4_205_128,1,2,4_205_128,11:32:55,11:33:20,"","","","","","","","","","","","","","","","","","","","",00:00:25,false,"",0,"","","","","","",00:00:25,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_130,Spostamenti,0,11:33:22,11:33:24,00:00:02,00:00:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_205_131,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:02,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_131,Terapia,Allestimento/Riordino/smaltimento,11:33:24,11:33:34,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_205_132,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_132,Spostamenti,0,11:33:34,11:33:41,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_205_133,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_133,Terapia,Allestimento/Riordino/smaltimento,11:33:41,11:33:53,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_205_134,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_134,Spostamenti,0,11:33:53,11:34:23,00:00:30,00:00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_205_135,1,2,4_205_135,11:33:59,11:34:23,"","","","","","","","","","","","","","","","","","","","",00:00:24,false,"",0,"","","","","","",00:00:30,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_135,CuraDiretta,0,11:33:59,11:35:38,00:01:39,00:01:07,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"4_205_134,4_205_136,4_205_138",3,2,4_205_134,11:33:59,11:34:23,2,4_205_136,11:34:33,11:35:00,2,4_205_138,11:35:32,11:35:38,"","","","","","","","","","","","",00:00:57,false,4_205_137,1,4_205_137,11:35:00,11:35:32,"","","",00:01:01,00:00:06,"",00:00:32,"","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_136,ComProfessionale,0,11:34:33,11:35:19,00:00:46,00:00:28,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"4_205_135,4_205_137",2,2,4_205_135,11:34:33,11:35:00,2,4_205_137,11:35:18,11:35:19,"","","","","","","","","","","","","","","","",00:00:28,false,4_205_137,1,4_205_137,11:35:00,11:35:18,"","","",00:00:27,00:00:01,"",00:00:18,"","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_137,ComProfessionale,0,11:35:00,11:35:29,00:00:29,00:00:29,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_205_138,4_205_136,1,2,4_205_136,11:35:18,11:35:19,"","","","","","","","","","","","","","","","","","","","",00:00:01,true,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_138,Terapia,Verifica assunzione,11:35:29,11:36:59,00:01:30,00:01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_205_141,"4_205_135,4_205_139,4_205_140",3,2,4_205_135,11:35:29,11:35:38,2,4_205_139,11:35:54,11:36:37,2,4_205_140,11:36:44,11:36:58,"","","","","","","","","","","","",00:01:06,false,"",0,"","","","","","",00:01:30,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_139,ComProfessionale,0,11:35:54,11:36:37,00:00:43,00:00:43,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,4_205_138,1,2,4_205_138,11:35:54,11:36:37,"","","","","","","","","","","","","","","","","","","","",00:00:43,false,"",0,"","","","","","",00:00:43,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_140,ComSociale,0,11:36:44,11:36:58,00:00:14,00:00:14,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,4_205_138,1,2,4_205_138,11:36:44,11:36:58,"","","","","","","","","","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:00:14,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_141,Spostamenti,0,11:36:59,11:37:06,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_205_142,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_142,Terapia,Allestimento/Riordino/smaltimento,11:37:06,11:37:12,00:00:06,00:00:06,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_143,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:06,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_143,Igiene Mani,0,11:37:12,11:37:22,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_205_144,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_144,Spostamenti,0,11:37:22,11:38:26,00:01:04,00:01:04,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,user,"4_205_145,4_205_146",2,2,4_205_145,11:37:32,11:37:48,2,4_205_146,11:38:07,11:38:26,"","","","","","","","","","","","","","","","",00:00:35,false,"",0,"","","","","","",00:01:04,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_145,ComSociale,0,11:37:32,11:37:48,00:00:16,00:00:16,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,4_205_144,1,2,4_205_144,11:37:32,11:37:48,"","","","","","","","","","","","","","","","","","","","",00:00:16,false,"",0,"","","","","","",00:00:16,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_146,Spostamenti,0,11:38:07,11:38:44,00:00:37,00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_205_147,4_205_144,1,2,4_205_144,11:38:07,11:38:26,"","","","","","","","","","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_147,Terapia,Verifica assunzione,11:38:44,11:39:09,00:00:25,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,4_205_148,1,2,4_205_148,11:38:55,11:39:09,"","","","","","","","","","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:00:25,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_148,ComProfessionale,0,11:38:55,11:39:14,00:00:19,00:00:19,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_149,4_205_147,1,2,4_205_147,11:38:55,11:39:09,"","","","","","","","","","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_149,Terapia,Preparazione farmaco,11:39:14,11:39:57,00:00:43,00:00:43,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_205_150,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:43,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_150,Igiene Mani,0,11:39:57,11:40:24,00:00:27,00:00:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_205_151,1,2,4_205_151,11:39:58,11:40:24,"","","","","","","","","","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","",00:00:27,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_151,ComProfessionale,0,11:39:58,11:40:45,00:00:47,00:00:47,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,user,"4_205_150,4_205_152",2,2,4_205_150,11:39:58,11:40:24,2,4_205_152,11:40:26,11:40:45,"","","","","","","","","","","","","","","","",00:00:45,false,"",0,"","","","","","",00:00:47,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_152,ComProfessionale,0,11:40:26,11:40:47,00:00:21,00:00:21,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_205_153,4_205_151,1,2,4_205_151,11:40:26,11:40:45,"","","","","","","","","","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:21,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_153,Terapia,Somministrazione iniettabili,11:40:47,11:40:55,00:00:08,00:00:08,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_205_154,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_154,Spostamenti,0,11:40:55,11:41:18,00:00:23,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_205_155,1,2,4_205_155,11:41:05,11:41:18,"","","","","","","","","","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:23,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_155,ComProfessionale,0,11:41:05,11:42:01,00:00:56,00:00:56,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"4_205_154,4_205_156",2,2,4_205_154,11:41:05,11:41:18,2,4_205_156,11:41:23,11:42:01,"","","","","","","","","","","","","","","","",00:00:51,false,"",0,"","","","","","",00:00:56,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_156,CuraDiretta,0,11:41:23,11:42:02,00:00:39,00:00:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_205_157,4_205_155,1,2,4_205_155,11:41:23,11:42:01,"","","","","","","","","","","","","","","","","","","","",00:00:38,false,"",0,"","","","","","",00:00:39,"","","","","","",TRUE
2018-11-27,4,205,1,1,11:24:10,11:42:50,4_205_157,Terapia,Somministrazione iniettabili,11:42:02,11:42:50,00:00:48,00:00:48,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:48,"","","","","","",TRUE
2018-11-27,4,206,1,1,11:49:44,11:53:31,4_206_158,Briefing,0,11:49:44,11:51:06,00:01:22,00:01:22,0,0,1,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,"4_206_159,4_206_160",2,2,4_206_159,11:50:23,11:50:35,2,4_206_160,11:50:55,11:51:06,"","","","","","","","","","","","","","","","",00:00:23,false,"",0,"","","","","","",00:01:22,"","","","","","",TRUE
2018-11-27,4,206,1,1,11:49:44,11:53:31,4_206_159,ComProfessionale,0,11:50:23,11:50:35,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_206_158,1,2,4_206_158,11:50:23,11:50:35,"","","","","","","","","","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-27,4,206,1,1,11:49:44,11:53:31,4_206_160,Handover,Comunicazione Verbale,11:50:55,11:53:08,00:02:13,00:01:48,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_206_163,"4_206_158,4_206_161,4_206_162",3,2,4_206_158,11:50:55,11:51:06,2,4_206_161,11:51:19,11:51:52,2,4_206_162,11:53:04,11:53:08,"","","","","","","","","","","","",00:00:48,false,4_206_162,1,4_206_162,11:52:39,11:53:04,"","","",00:01:44,00:00:04,"",00:00:25,"","","",TRUE
2018-11-27,4,206,1,1,11:49:44,11:53:31,4_206_161,Handover,Note su cartella clinica,11:51:19,11:51:52,00:00:33,00:00:33,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,4_206_160,1,2,4_206_160,11:51:19,11:51:52,"","","","","","","","","","","","","","","","","","","","",00:00:33,false,"",0,"","","","","","",00:00:33,"","","","","","",TRUE
2018-11-27,4,206,1,1,11:49:44,11:53:31,4_206_162,Handover,Controllo Cartella Clinica,11:52:39,11:53:08,00:00:29,00:00:29,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_206_163,4_206_160,1,2,4_206_160,11:53:04,11:53:08,"","","","","","","","","","","","","","","","","","","","",00:00:04,true,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-27,4,206,1,1,11:49:44,11:53:31,4_206_163,Handover,Comunicazione Verbale,11:53:08,11:53:31,00:00:23,00:00:23,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:23,"","","","","","",TRUE
2018-11-27,4,207,1,1,14:39:48,14:49:48,4_207_164,CuraIndiretta,Altra documentazione,14:39:48,14:41:02,00:01:14,00:01:14,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_207_165,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:01:14,"","","","","","",TRUE
2018-11-27,4,207,1,1,14:39:48,14:49:48,4_207_165,Spostamenti,0,14:41:02,14:41:24,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_207_166,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:22,"","","","","","",TRUE
2018-11-27,4,207,1,1,14:39:48,14:49:48,4_207_166,ComProfessionale,0,14:41:24,14:41:37,00:00:13,00:00:13,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_207_167,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-27,4,207,1,1,14:39:48,14:49:48,4_207_167,ComSociale,0,14:41:37,14:41:49,00:00:12,00:00:12,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,4_207_168,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-27,4,207,1,1,14:39:48,14:49:48,4_207_168,Terapia,Lettura prescrizione,14:41:49,14:41:57,00:00:08,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_207_169,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-27,4,207,1,1,14:39:48,14:49:48,4_207_169,CuraDiretta,0,14:41:57,14:43:59,00:02:02,00:02:02,1,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,session,"4_207_170,4_207_171,4_207_172",3,2,4_207_170,14:42:16,14:42:35,2,4_207_171,14:42:39,14:42:54,2,4_207_172,14:43:07,14:43:59,"","","","","","","","","","","","",00:01:26,false,"",0,"","","","","","",00:02:02,"","","","","","",TRUE
2018-11-27,4,207,1,1,14:39:48,14:49:48,4_207_170,Terapia,Somministrazione iniettabili,14:42:16,14:42:35,00:00:19,00:00:19,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,4_207_169,1,2,4_207_169,14:42:16,14:42:35,"","","","","","","","","","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
