session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,num of tasks in multi 5,multi task id 5,multi start 5,multi end 5,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,int task id 2,int start 2,int end 2,active 1,active 2,active 3,inactive 1,inactive 2,Participant: Age,Participant: Occupation,is session complete?
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1138,Spostamenti,0,12:02:34,12:02:44,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_158_1139,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1139,Terapia,Lettura prescrizione,12:02:44,12:04:08,00:01:24,00:01:24,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_158_1141,41_158_1140,1,2,41_158_1140,12:03:00,12:04:03,"","","","","","","","","","","","","","","","",00:01:03,false,"",0,"","","","","","",00:01:24,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1140,ComProfessionale,0,12:03:00,12:04:03,00:01:03,00:01:03,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_158_1139,1,2,41_158_1139,12:03:00,12:04:03,"","","","","","","","","","","","","","","","",00:01:03,false,"",0,"","","","","","",00:01:03,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1141,Terapia,Somministrazione pillole,12:04:08,12:05:08,00:01:00,00:01:00,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_158_1142,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:01:00,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1142,Terapia,Allestimento/Riordino/smaltimento,12:05:08,12:05:15,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_158_1143,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1143,Terapia,Allestimento/Riordino/smaltimento,12:05:15,12:05:27,00:00:12,00:00:12,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_158_1144,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1144,Terapia,Lettura prescrizione,12:05:27,12:05:37,00:00:10,00:00:10,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_158_1145,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1145,Terapia,Spunta STU somministrazione,12:05:37,12:05:50,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_158_1146,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1146,Terapia,Preparazione farmaco,12:05:50,12:05:57,00:00:07,00:00:07,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_158_1147,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1147,Terapia,Lettura prescrizione,12:05:57,12:06:05,00:00:08,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_158_1148,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1148,Terapia,Allestimento/Riordino/smaltimento,12:06:05,12:07:00,00:00:55,00:00:55,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_158_1150,41_158_1149,1,2,41_158_1149,12:06:22,12:06:58,"","","","","","","","","","","","","","","","",00:00:36,false,"",0,"","","","","","",00:00:55,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1149,ComProfessionale,0,12:06:22,12:06:58,00:00:36,00:00:36,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_158_1148,1,2,41_158_1148,12:06:22,12:06:58,"","","","","","","","","","","","","","","","",00:00:36,false,"",0,"","","","","","",00:00:36,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1150,CuraIndiretta,Altra documentazione,12:07:00,12:07:08,00:00:08,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,41_158_1151,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1151,Spostamenti,0,12:07:08,12:08:33,00:01:25,00:01:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_158_1153,41_158_1152,1,2,41_158_1152,12:07:45,12:08:30,"","","","","","","","","","","","","","","","",00:00:45,false,"",0,"","","","","","",00:01:25,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1152,ComProfessionale,0,12:07:45,12:08:30,00:00:45,00:00:45,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,41_158_1151,1,2,41_158_1151,12:07:45,12:08:30,"","","","","","","","","","","","","","","","",00:00:45,false,"",0,"","","","","","",00:00:45,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1153,Spostamenti,0,12:08:33,12:08:46,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_158_1154,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1154,CuraIndiretta,"Ricerca materiali (guanti, devices)",12:08:46,12:08:58,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,41_158_1155,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1155,Spostamenti,0,12:08:58,12:09:09,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_158_1156,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1156,Terapia,Preparazione farmaco,12:09:09,12:10:27,00:01:18,00:01:18,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1158,41_158_1157,1,2,41_158_1157,12:09:37,12:10:25,"","","","","","","","","","","","","","","","",00:00:48,false,"",0,"","","","","","",00:01:18,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1157,ComProfessionale,0,12:09:37,12:10:25,00:00:48,00:00:48,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_158_1156,1,2,41_158_1156,12:09:37,12:10:25,"","","","","","","","","","","","","","","","",00:00:48,false,"",0,"","","","","","",00:00:48,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1158,Terapia,Allestimento/Riordino/smaltimento,12:10:27,12:10:36,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41_158_1159,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1159,Spostamenti,0,12:10:36,12:10:41,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_158_1160,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:05,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1160,Terapia,Lettura prescrizione,12:10:41,12:10:54,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1161,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1161,Terapia,Preparazione farmaco,12:10:54,12:11:19,00:00:25,00:00:25,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1162,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:25,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1162,Terapia,Somministrazione pillole,12:11:19,12:11:29,00:00:10,00:00:10,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_158_1163,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1163,Terapia,Lettura prescrizione,12:11:29,12:11:51,00:00:22,00:00:22,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1164,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:22,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1164,Terapia,Allestimento/Riordino/smaltimento,12:11:51,12:12:04,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1165,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1165,CuraDiretta,0,12:12:04,12:12:36,00:00:32,00:00:32,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,41_158_1166,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:32,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1166,CuraIndiretta,Altra documentazione,12:12:36,12:12:43,00:00:07,00:00:07,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1167,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1167,Spostamenti,0,12:12:43,12:12:52,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_158_1168,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1168,Terapia,Lettura prescrizione,12:12:52,12:13:02,00:00:10,00:00:10,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1169,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1169,CuraDiretta,0,12:13:02,12:13:35,00:00:33,00:00:33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41_158_1170,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:33,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1170,Terapia,Lettura prescrizione,12:13:35,12:13:43,00:00:08,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1171,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1171,Terapia,Spunta STU somministrazione,12:13:43,12:13:51,00:00:08,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1172,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1172,Terapia,Preparazione farmaco,12:13:51,12:14:06,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_158_1173,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:15,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1173,CuraDiretta,0,12:14:06,12:14:43,00:00:37,00:00:37,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_158_1174,1,2,41_158_1174,12:14:28,12:14:36,"","","","","","","","","","","","","","","","",00:00:08,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-19,41,158,p1,3,11:58:47,12:14:43,41_158_1174,ComProfessionale,0,12:14:28,12:14:36,00:00:08,00:00:08,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,41_158_1173,1,2,41_158_1173,12:14:28,12:14:36,"","","","","","","","","","","","","","","","",00:00:08,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1175,Terapia,Somministrazione iniettabili,12:15:28,12:16:06,00:00:38,00:00:38,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,42_159_1176,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:38,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1176,Terapia,Allestimento/Riordino/smaltimento,12:16:06,12:16:11,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1177,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:05,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1177,Terapia,Lettura prescrizione,12:16:11,12:16:16,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1178,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:05,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1178,Terapia,Spunta STU somministrazione,12:16:16,12:16:19,00:00:03,00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1179,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:03,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1179,Terapia,Preparazione farmaco,12:16:19,12:16:44,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1180,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:25,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1180,Terapia,Lettura prescrizione,12:16:44,12:16:49,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1181,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:05,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1181,Terapia,Preparazione farmaco,12:16:49,12:17:07,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1182,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:18,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1182,CuraDiretta,0,12:17:07,12:17:47,00:00:40,00:00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,42_159_1183,1,2,42_159_1183,12:17:19,12:17:47,"","","","","","","","","","","","","","","","",00:00:28,false,"",0,"","","","","","",00:00:40,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1183,ComProfessionale,0,12:17:19,12:18:29,00:01:10,00:01:10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1185,"42_159_1182,42_159_1184",2,2,42_159_1182,12:17:19,12:17:47,2,42_159_1184,12:17:49,12:18:29,"","","","","","","","","","","","",00:01:08,false,"",0,"","","","","","",00:01:10,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1184,CuraDiretta,0,12:17:49,12:18:29,00:00:40,00:00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1185,42_159_1183,1,2,42_159_1183,12:17:49,12:18:29,"","","","","","","","","","","","","","","","",00:00:40,false,"",0,"","","","","","",00:00:40,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1185,Terapia,Allestimento/Riordino/smaltimento,12:18:29,12:18:39,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42_159_1186,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1186,Terapia,Spunta STU somministrazione,12:18:39,12:19:42,00:01:03,00:01:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,42_159_1187,1,2,42_159_1187,12:19:10,12:19:42,"","","","","","","","","","","","","","","","",00:00:32,false,"",0,"","","","","","",00:01:03,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1187,ComProfessionale,0,12:19:10,12:19:47,00:00:37,00:00:37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42_159_1188,42_159_1186,1,2,42_159_1186,12:19:10,12:19:42,"","","","","","","","","","","","","","","","",00:00:32,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-19,42,159,p1,3,12:15:28,12:20:03,42_159_1188,Terapia,Allestimento/Riordino/smaltimento,12:19:47,12:20:03,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,session,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:16,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1189,Terapia,Lettura prescrizione,12:28:01,12:28:52,00:00:51,00:00:51,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_160_1190,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:51,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1190,Terapia,Lettura prescrizione,12:28:52,12:29:21,00:00:29,00:00:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_160_1192,41_160_1191,1,2,41_160_1191,12:28:59,12:29:12,"","","","","","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1191,Terapia,Preparazione farmaco,12:28:59,12:29:12,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,41_160_1190,1,2,41_160_1190,12:28:59,12:29:12,"","","","","","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1192,Igiene Mani,0,12:29:21,12:29:53,00:00:32,00:00:32,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,41_160_1193,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:32,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1193,Terapia,Lettura prescrizione,12:29:53,12:30:17,00:00:24,00:00:24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41_160_1194,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:24,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1194,Terapia,Spunta STU somministrazione,12:30:17,12:30:26,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_160_1195,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1195,Terapia,Preparazione farmaco,12:30:26,12:32:11,00:01:45,00:01:45,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_160_1197,41_160_1196,1,2,41_160_1196,12:31:16,12:31:23,"","","","","","","","","","","","","","","","",00:00:07,false,"",0,"","","","","","",00:01:45,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1196,Terapia,Lettura prescrizione,12:31:16,12:31:23,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,41_160_1195,1,2,41_160_1195,12:31:16,12:31:23,"","","","","","","","","","","","","","","","",00:00:07,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1197,Terapia,Lettura prescrizione,12:32:11,12:32:20,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,41_160_1198,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-19,41,160,p1,3,12:28:01,12:43:23,41_160_1198,Terapia,Preparazione farmaco,12:32:20,12:32:30,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41_160_1199,"",0,"","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
